What is the difference between a physical sensor and a biological sensor in medical monitoring?,"Physical sensors measure parameters like temperature/pressure, while biological sensors use receptors to bind with target molecules."
What error occurs if a blood pressure cuff is placed below the level of the heart during measurement?,The reading will be too high due to additional pressure from the height of the blood above the cuff.
Under what condition is there no Doppler shift between a moving source and a moving observer?,"When there is no relative motion, such as two cars traveling in the same direction at the same speed."
How does an increase in air temperature affect the frequency of a wind instrument?,"The speed of sound increases, which increases the frequency (pitch) of the instrument."
"In e-health systems, how is 'perturbation' viewed according to quantum physics observations?",As an inevitable part of a system that allows it to evolve and reach a steady state of order.
What is the primary power challenge for wearable Bluetooth-enabled medical sensors?,Optimising energy consumption to extend battery life.
Which medical imaging technique uses magnetic fields and radio waves to create detailed images of the body?,Magnetic Resonance Imaging (MRI).
What happens to the wavelength of an EM wave if its frequency is doubled in a vacuum?,The wavelength is halved to maintain the constant speed $c$.
Formula: Energy density ($u_E$) of an electric field ($E$),$u_E = \frac{1}{2} \epsilon_0 E^2$
Why are X-rays more suitable for imaging small structures like atoms than visible light?,"X-rays have much smaller wavelengths, allowing for higher resolution of small objects."
"In a standing wave on a string, how many nodes are present in the fundamental frequency (first harmonic)?",Two nodes (one at each fixed end).
What is the characteristic motion of a point on a string during a transverse wave?,It oscillates vertically (up and down) and does not move horizontally.
Concept: Radiation Pressure,"Definition: The pressure exerted by electromagnetic waves upon any surface they hit, resulting from momentum transfer."
How does the speed of a 1000-Hz sound wave compare to a 1000-Hz EM wave?,"The EM wave is much faster, traveling at $3.00 \times 10^8 \text{ m/s}$ vs sound's $\approx 343 \text{ m/s}$."
What creates the 'beat frequency' in medical Doppler ultrasound used to measure blood flow?,The interference between the original frequency and the Doppler-shifted reflected frequency from blood cells.
"In teleradiology, what is the purpose of image compression (e.g., wavelet techniques)?",To reduce file size for faster transmission across networks while retaining clinical features.
What is 'tele-ultrasound' and why is it used in rural areas?,The transmission of live ultrasound images to an expert consultant at a distant site to overcome local expertise shortages.
How is Morse code transmitted via a flashlight categorised as a wave?,It is an Amplitude Modulated (AM) wave where the carrier wave (light) is turned on and off.
What is the relationship between the intensity of a wave and its distance ($r$) from a point source?,"Intensity follows the inverse-square law, $I \propto \frac{1}{r^2}$."
Formula: Momentum ($p$) of a photon with energy ($E$),$p = \frac{E}{c}$
"In informatics, 'alphanumeric data' consists of which two types of characters?",Letters and numbers.
What is the main function of an 'intelligent knee sleeve' wearable sensor?,To monitor knee strain or injury and provide feedback via audio tones.
Why can an astronaut on the Moon communicate with Earth via radio but not via sound?,"Radio is an EM wave that travels through the vacuum of space, while sound requires an atmosphere."
"In terms of frequency, how does FM radio differ from AM radio?",FM radio operates at much higher frequencies ($88-108 \text{ MHz}$) than AM radio ($535-1605 \text{ kHz}$).
What is the typical transit time for a radio signal traveling from the Earth to the Moon?,Approximately $1.25 \text{ to } 1.3 \text{ seconds}$.
Formula: RMS electric field ($E_{rms}$) related to average intensity ($I$),$E_{rms} = \sqrt{\frac{I}{c \epsilon_0}}$
What is the 'Mach number'?,The ratio of the speed of an object to the speed of sound in the surrounding medium.
"In a longitudinal wave, the regions of high pressure are called compressions; what are the regions of low pressure called?",Rarefactions.
How does the wavelength of a matter wave change if the particle's velocity increases?,The wavelength decreases (inversely proportional to velocity/momentum).
