How is the 'cutoff' wavelength related to the maximum frequency $f_{max}$?,$\lambda_0 = \frac{c}{f_{max}}$
What happens to the frequency of an X-ray photon if its energy is halved?,The frequency is also halved.
Which interaction is dominant for low-energy X-rays in tissue?,The photoelectric effect.
Which interaction is dominant for high-energy X-rays in tissue?,Compton scattering.
Does the intensity of X-rays decrease linearly or exponentially as they pass through a uniform material?,Exponentially.
What is 'attenuation' in the context of X-ray physics?,The reduction in intensity of the X-ray beam as it traverses matter due to absorption and scattering.
The 'half-value layer' (HVL) is the thickness of material required to reduce the X-ray beam intensity by _____.,Half (50%)
"In medical statistics, what is the 'Normal distribution' often used to describe?","The distribution of continuous biological measurements, such as height or blood pressure."
Why is the Mean an important measure for medical science students analysing X-ray dosages?,It provides a central value for the typical exposure level across a group of patients.
A P-value less than $0.05$ in a medical study comparing two X-ray techniques suggests the result is _____.,Statistically significant.
What does a $95$% confidence interval for a mean dose represent?,A range of values that is $95$% likely to contain the true population mean dose.
Is 'Bremsstrahlung' considered a wave-like or a particle-like phenomenon?,It can be described by both: wave theory for emission and photon theory for energy levels.
"In radiology, what is an 'Order Entry System'?",A digital system used by clinicians to request radiological tests and manage imaging workflows.
What is the role of a 'Radiological System' in a modern hospital?,"To manage the acquisition, storage, and communication of medical images."
Why is 'image reconstruction' necessary in CT scans?,To convert the raw X-ray absorption data from multiple angles into a coherent 3D image.
Can X-rays be focused by traditional glass lenses like visible light?,"No, because their refractive index in most materials is very close to $1$."
The ability of X-rays to pass through objects opaque to visible light is primarily due to their _____.,Short wavelength (or high energy).
